買	企業名	コード	ビジネスモデル	17業種	33業種	テンバガー指標	ノーバガー指標	PER	何倍株か	決算	決算伸び率%	IPO情報URL	有価証券報告書	IR	事業内容	想定時価総額（億円）	会社設立	上場日	市場	株主名と比率	企業業績のデータ（5年分）	管理人からのコメント	会社URL
	シンプレクス・ホールディングス											https://www.ipokiso.com/company/2021/simplex.html		https://irbank.net//ir	コンサルティングサービス、システム開発、運用保守	734.0		9月22日(水)	東証1部	"[{""株主名"": ""刈田・シンプレクス投資事業有限責任組合"", ""比率"": 31.01, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""金子 英樹（社長）"", ""比率"": 20.73, ""ロックアップ"": ""360日間"", ""isCEO"": true}, {""株主名"": ""五十嵐 充"", ""比率"": 11.66, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""シンプレクス従業員持株会"", ""比率"": 5.56, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""福井 康人"", ""比率"": 4.93, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""田中 健一"", ""比率"": 4.36, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""農林中央金庫"", ""比率"": 3.88, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""（株）刈田・アンド・カンパニー"", ""比率"": 2.14, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""KARITA &    Company Micronesia Inc."", ""比率"": 1.5, ""ロックアップ"": ""360日間"", ""isCEO"": false}, {""株主名"": ""福山 啓悟"", ""比率"": 1.16, ""ロックアップ"": ""360日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}, {""税引前利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}, {""当期純利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}, {""純資産額 （百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}, {""1株あたりの純資産額（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}, {""1株あたりの純利益（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}, {""自己資本比率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}, {""自己資本利益率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月  （第1四半期）"": null}}]"	シンプレクス・ホールディングス（4373）、上場廃止以降に参入した新規分野（生命保険・損害保険、暗号資産交換業者、非金融系）から、売上全体の約30％が生み出されています。2021年3月期に利益が大きく伸びていますが、これはシステムインテグレーションの利益率が改善したことが原因です。2022年3月期の第1四半期も、引き続き利益率の改善が続いているようで、今後の成長にも期待が持てます。	https://www.simplex.holdings/
	コアコンセプト・テクノロジー											https://www.ipokiso.com/company/2021/cct.html		https://irbank.net//ir	製造業・建設業をはじめとしたデジタルトランスフォーメーション実現支援、IT人材調達支援など	126.9		9月22日(水)	東証マザーズ	"[{""株主名"": ""金子    武史 （社長）"", ""比率"": 16.72, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""芸陽線材（株）"", ""比率"": 9.29, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""下村    克則"", ""比率"": 8.59, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""田口    紀成"", ""比率"": 8.36, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）SHIMOMURA"", ""比率"": 8.13, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""津野尾    肇"", ""比率"": 6.5, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""髙盛    豊文"", ""比率"": 5.11, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""中島    数晃"", ""比率"": 5.11, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""田中    浩和"", ""比率"": 4.65, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""グッドエコ（株）"", ""比率"": 4.64, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""経常利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""当期純利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""純資産額 （百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純資産額（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純利益（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本比率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本利益率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}]"	コアコンセプト・テクノロジー（4371）、データとデジタル技術を活用して、製品やサービス、ビジネスモデルを変革する「デジタルトランスフォーメーション」の実現を支援しています。業績推移を見ると、利益が停滞していますが、本社移転にともなう賃貸料の増加や人員増加による影響を受けての数値なので、そこまで気にする必要はなさそうです。公開株数は少なめで、大株主にも期間でロックアップがかかっており、総合的な需給で見ると、初値は大幅に上昇するでしょう。	https://www.cct-inc.co.jp/
	ユミルリンク											https://www.ipokiso.com/company/2021/ymir.html		https://irbank.net//ir	メッセージングプラットホーム事業	37.0		9月22日(水)	東証マザーズ	"[{""株主名"": ""アイテック阪急阪神（株）"", ""比率"": 87.45, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""清水 亘（社長）"", ""比率"": 7.33, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""及川 英夫"", ""比率"": 4.76, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""佐野 拓"", ""比率"": 0.28, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""市川 卓也"", ""比率"": 0.17, ""ロックアップ"": """", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""経常利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""当期純利益（百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""純資産額 （百万円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純資産額（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""1株あたりの純利益（円）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本比率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}, {""自己資本利益率（％）"": {""2017年12月"": null, ""2018年12月"": null, ""2019年12月"": null, ""2020年12月"": null}}]"	ユミルリンク（4372）、法人にマーケティング、コミュニケーション活動を支援するメッセージングプラットフォーム「Cuenote（キューノート）」をSaaS形式、ソフトウェア形式で提供しています。Cuenoteは、企画、設計、開発、運用、販売、保守をワンサイクルで提供できます。業績は右肩上がりで推移しており、今後の成長性にも期待が持てます。	https://www.ymir.co.jp/
	GeolocationTechnology											https://www.ipokiso.com/company/2021/geolocation.html		https://irbank.net//ir	IPアドレスデータベース『SURFPOINT』を基にした技術・サービスの提供など	14.1		9月13日(月)	福証Qボード	[]	"[{""売上高（百万円）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}, {""経常利益（百万円）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}, {""当期純利益（百万円）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}, {""純資産額 （百万円）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}, {""1株あたりの純資産額（円）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}, {""1株あたりの純利益（円）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}, {""自己資本比率（％）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}, {""自己資本利益率（％）"": {""2017年6月"": null, ""2018年6月"": null, ""2019年6月"": null, ""2020年6月"": null}}]"	Geolocation Technology[ジオロケーションテクノロジー]（4018）、インターネットにつながっているネットワーク上の機器を識別するために割り当てられている番号（IPアドレス）を活用して、ウェブマーケティングや不正アクセス防止などのサービスを提供しています。業績推移を見る限り、売上、利益ともに不安定感があり、先行きにやや不透明感があります。	https://www.geolocation.co.jp/
	メディア総研											https://www.ipokiso.com/company/2021/mediasouken.html		https://irbank.net//ir	高専生および大学生向けの就職活動イベントの企画など	30.0		9月2日(木)	東証マザーズ	"[{""株主名"": ""田中    浩二（社長）"", ""比率"": 88.29, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""野本 正生"", ""比率"": 3.0, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""新潟 真也"", ""比率"": 2.33, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""谷口 陽子"", ""比率"": 1.8, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""吉行 亮二"", ""比率"": 0.88, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""門司 明子"", ""比率"": 0.44, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""吉居 大希"", ""比率"": 0.44, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""馬木 均"", ""比率"": 0.35, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""吉原 広登"", ""比率"": 0.35, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""沖口 由美子"", ""比率"": 0.35, ""ロックアップ"": """", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""経常利益（百万円）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""当期純利益（百万円）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""純資産額 （百万円）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""1株あたりの純資産額（円）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""1株あたりの純利益（円）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""自己資本比率（％）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""自己資本利益率（％）"": {""2017年7月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}]"	メディア総研（9242）、工学・技術・商船系の専門教育を受けた高専生、および理工系の大学生向けに就職活動イベントを展開しています。IPOのテーマとしては強くないですが、着実に売上を伸ばしている点はプラスになりそうです。一方、供給面は公開株数が少なく、主要な大株主に期間でロックアップがかかっており、かなり絞れています。総合的な需給を考えると、初値は大幅に上昇すると予想します。	https://mediasouken.co.jp/
	モビルス											https://www.ipokiso.com/company/2021/mobilus.html		https://irbank.net//ir	コンタクトセンター向けSaaSプロダクト（モビシリーズ）などのCXソリューションの提供	59.1		9月2日(木)	東証マザーズ	"[{""株主名"": ""ラン・ホアン"", ""比率"": 31.12, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""阮 明徳"", ""比率"": 10.47, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""三菱ＵＦＪキャピタル５号投資事業有限責任組合"", ""比率"": 9.31, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""エヌ・ティ・ティ・コムウェア（株）"", ""比率"": 9.1, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""トランス・コスモス（株）"", ""比率"": 6.39, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""グローバル・イノベーション・ファンドⅢ"", ""比率"": 6.39, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""石井 智宏（社長）"", ""比率"": 4.5, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""（株）オウケイウェイヴ"", ""比率"": 3.66, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""ＫＳＰ４号投資事業有限責任組合"", ""比率"": 3.35, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""SMBCベンチャーキャピタル３号投資事業有限責任組合"", ""比率"": 1.7, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""経常利益（百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""当期純利益（百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""純資産額 （百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""1株あたりの純資産額（円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""1株あたりの純利益（円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""自己資本比率（％）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""自己資本利益率（％）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}]"	モビルス（4370）、コールセンターでの電話対応による顧客対応サービスを提供している企業に対して、AIによるチャット対応システム（チャットボット）、在宅にて電話対応が可能になるシステムなどを販売しています。チャットボットの売上シェアは15.2％で、業界NO.1を誇っています。従来の電話対応では、休日に利用できなかったり、つながっても待ち時間が長かったり、いろいろストレスになっていました。そのような部分が解消できるので、今後も同社のサービスを利用する企業は増えるでしょう。	https://mobilus.co.jp/
	ジェイフロンティア											https://www.ipokiso.com/company/2021/jfrontier.html		https://irbank.net//ir	ヘルスケア関連商品・医薬品のEC販売事業、オンライン診療・オンライン服薬指導・薬の宅配プラットフォーム『SOKUYAKU』の提供およびヘルスケア関連サービスのインターネット広告代理店事業	189.0		8月27日(金)	東証マザーズ	"[{""株主名"": ""中村    篤弘（社長）"", ""比率"": 59.31, ""ロックアップ"": ""90日間"", ""isCEO"": true}, {""株主名"": ""㈱篤志"", ""比率"": 24.04, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""竹尾 昌大"", ""比率"": 11.3, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""古川 一輝"", ""比率"": 4.61, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""金田 大"", ""比率"": 0.24, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""柴田 恭志"", ""比率"": 0.24, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""三浦 弘人"", ""比率"": 0.12, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""小山 孔司"", ""比率"": 0.05, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""保成 久男"", ""比率"": 0.05, ""ロックアップ"": ""90日間"", ""isCEO"": false}, {""株主名"": ""木川 和広"", ""比率"": 0.05, ""ロックアップ"": """", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""経常利益（百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""当期純利益（百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""純資産額 （百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""1株あたりの純資産額（円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""1株あたりの純利益（円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""自己資本比率（％）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""自己資本利益率（％）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}]"	ジェイフロンティア（2934）、健康食品を中心とした自社ブランド商品（酵素水328選など）の販売が売上の約7割を占めます。直近は広告宣伝に力を入れているようで利益が落ち込んでいますが、効果が出れば今後の業績は期待できるでしょう。IPOの条件を見ると、想定価格が割高水準であることと、公開株数がそれなりに多いことから、初値はやや上がりづらそうです。ただし想定価格が高めなので、初値売り利益はそれなりの大きさになるでしょう。	https://jfrontier.jp/
	タンゴヤ											https://www.ipokiso.com/company/2021/tangoya.html		https://irbank.net//ir	メンズ、レディースのオーダースーツおよびオーターシャツなどの企画・販売	27.5		8月24日(火)	JASDAQスタンダード	"[{""株主名"": ""田城    弘志（社長）"", ""比率"": 26.62, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""（株）GSマネジメント"", ""比率"": 24.84, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""みずほ成長支援第２号投資事業有限責任組合"", ""比率"": 11.06, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""田丸 祥一"", ""比率"": 5.51, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""三菱ＵＦＪキャピタル６号投資事業有限責任組合"", ""比率"": 4.23, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""鷹岡（株）"", ""比率"": 3.25, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""ナントCVC投資事業有限責任組合"", ""比率"": 3.25, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""佛圓 悠馬"", ""比率"": 1.95, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""名本 育広"", ""比率"": 1.95, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""吉田 招代"", ""比率"": 1.95, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""経常利益（百万円）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""当期純利益（百万円）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""純資産額 （百万円）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""1株あたりの純資産額（円）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""1株あたりの純利益（円）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""自己資本比率（％）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}, {""自己資本利益率（％）"": {""2018年5月"": null, ""2018年7月"": null, ""2019年7月"": null, ""2020年7月"": null}}]"	タンゴヤ（7126）、業績推移を見ると、新型コロナの影響から在宅ワーカーが増えたことで、スーツの売上が減っているようです。2021年7月期も同様の傾向がつづいており、先行き不安から買い需要はそれほど期待できません。一方、公開株数は、極めて少ないですが公募価格比1.5倍からベンチャーキャピタルのロックアップが解除になり、このあたりから売り圧が強くなってきます。総合的に見て、初値はそれなりに上昇すると予想します。	https://tangoya.co.jp/
	シイエヌエス											https://www.ipokiso.com/company/2021/cns.html		https://irbank.net//ir	システムエンジニアリングサービス	46.7		8月20日(金)	東証マザーズ	"[{""株主名"": ""富山 広己"", ""比率"": 24.11, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""Ｎ＆ＫＴ（株）"", ""比率"": 23.92, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""関根 政英（社長）"", ""比率"": 7.11, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""シイエヌエス従業員持株会"", ""比率"": 5.36, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""小野間 治彦"", ""比率"": 4.48, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""楠見 慶太"", ""比率"": 4.47, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）エヌ・ティ・ティ・データ"", ""比率"": 3.99, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""生活協同組合コープさっぽろ"", ""比率"": 3.99, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""戸田 忠志"", ""比率"": 2.39, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""種田 政行"", ""比率"": 2.15, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""経常利益（百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""当期純利益（百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""純資産額 （百万円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""1株あたりの純資産額（円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""1株あたりの純利益（円）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""自己資本比率（％）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}, {""自己資本利益率（％）"": {""2017年5月"": null, ""2018年5月"": null, ""2019年5月"": null, ""2020年5月"": null}}]"	シイエヌエス（4076）、システムエンジニアリングはIPOのテーマとしては、やや弱い印象です。また、業績推移を見ると、利益の伸びが不安定で、先行きにやや不透明感があり、買い需要があまり期待できません。一方、公開株数は少なめで、主要大株主にも期間でロックアップがかかっており、供給はしぼれています。今の相場状況をふまえて、総合的な需給を考えると、初値はそれなりに上昇すると予想します。	https://www.cns.co.jp/
	フューチャーリンクネットワーク											https://www.ipokiso.com/company/2021/futurelink.html		https://irbank.net//ir	地域情報プラットフォーム『まいぷれ』の構築・運営、ふるさと納税支援業務および官民協働ポータル・地域共通ポイント運営などの官民協業事業受託、マーケティング支援業務	17.5		8月20日(金)	東証マザーズ	"[{""株主名"": ""㈱石井本店"", ""比率"": 39.26, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""石井 丈晴（社長）"", ""比率"": 13.02, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""岡田 亮介"", ""比率"": 9.59, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""板倉 正弘"", ""比率"": 8.94, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""片町 吉男"", ""比率"": 8.22, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""大日本印刷㈱"", ""比率"": 8.18, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""室川 敏治"", ""比率"": 4.58, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""中島 繁"", ""比率"": 0.65, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""田中 悦郎"", ""比率"": 0.65, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""鵜飼 一美"", ""比率"": 0.65, ""ロックアップ"": """", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""経常利益（百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""当期純利益（百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""純資産額 （百万円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""1株あたりの純資産額（円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""1株あたりの純利益（円）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""自己資本比率（％）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}, {""自己資本利益率（％）"": {""2017年8月"": null, ""2018年8月"": null, ""2019年8月"": null, ""2020年8月"": null}}]"	フューチャーリンクネットワーク（9241）、その地域の中小事業者を対象とした「域情報流通事業」、地方自治体や国などを対象とした「公共ソリューション事業（地域共通ポイント、ふるさと納税支援など）」、特定の地域にマーケティングをおこないたい顧客を対象とした「マーケティング支援事業」、これら3事業が同程度の規模で展開しています。	https://www.futurelink.co.jp/
