買	企業名	コード	ビジネスモデル	17業種	33業種	テンバガー指標	ノーバガー指標	PER	何倍株か	決算	決算伸び率%	IPO情報URL	有価証券報告書	IR	事業内容	想定時価総額（億円）	会社設立	上場日	市場	株主名と比率	企業業績のデータ（5年分）	管理人からのコメント	会社URL
	スタジアム	9157										https://www.ipokiso.com/company/2023/stadium.html		https://irbank.net/9157/ir	営業支援・ビジネスプロセスアウトソーシングサービスの提供、Web面接システム『インタビューメーカー』の開発・提供など	22.3	2012年8月（11年目）	4月26日(水)	東証グロース	"[{""株主名"": ""太田    靖宏（社長）"", ""比率"": 32.05, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""ジャフコSV5共有投資事業有限責任組合"", ""比率"": 17.19, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）ファミリースタジアム"", ""比率"": 10.1, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""児玉 尚彦(受託者)"", ""比率"": 5.05, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""ドコモ・イノベーションファンド2号投資事業有限責任組合"", ""比率"": 4.46, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""GMО    GFF投資事業有限責任組合"", ""比率"": 3.61, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""合同会社RSPファンド6号"", ""比率"": 3.61, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""間渕 紀彦"", ""比率"": 3.24, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""ジャフコSV5スター投資事業有限責任組合"", ""比率"": 3.08, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""石川 兼"", ""比率"": 2.23, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}, {""経常利益（百万円）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}, {""当期純利益（百万円）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}, {""純資産額 （百万円）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}, {""1株あたりの純資産額（円）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}, {""1株あたりの純利益（円）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}, {""自己資本比率（％）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}, {""自己資本利益率（％）"": {""2019年7月"": null, ""2020年7月"": null, ""2021年7月"": null, ""2022年7月"": null}}]"	スタジアム（9157）、デジタル・DX商材の販売をサポートする「デジタルソリューションセールス事業」を中心に、採用・営業領域におけるDX化をすすめる「インタビューメーカー事業」などを展開しています。直近の業績推移を見ると、右肩上がりで売上を拡大しており、2023年7月期には黒字転換も期待できます。	https://stadium.co.jp/
	レオス・キャピタルワークス	7330										https://www.ipokiso.com/company/2023/rheos.html		https://irbank.net/7330/ir	投資信託の設定、運用ならびに販売業務・投資一任契約に基づく投資顧問業務	173.2	2003年4月（20年目）	4月25日(火)	東証グロース	"[{""株主名"": ""SBIファイナンシャルサービシーズ（株）"", ""比率"": 47.8, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）ISホールディングス"", ""比率"": 23.67, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""遠藤 昭二"", ""比率"": 11.07, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""藤野 英人（社長）"", ""比率"": 4.19, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""湯浅 光裕"", ""比率"": 3.26, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""遠藤 美樹"", ""比率"": 1.4, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）3A"", ""比率"": 1.39, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""五十嵐 毅"", ""比率"": 0.63, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""渡邉 庄太"", ""比率"": 0.55, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""高橋 修"", ""比率"": 0.54, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""営業収益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""経常利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""当期純利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""純資産額 （百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純資産額（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純利益（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本比率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本利益率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}]"	レオス・キャピタルワークス（7330）、「ひふみプラス」などの投資信託の運用しています。会社全体の運用資産残高は1兆1,387億円（2023年2月末時点）です。	https://www.rheos.jp/
	楽天銀行	5838										https://www.ipokiso.com/company/2023/rakuten-bank.html		https://irbank.net/5838/ir	インターネット銀行	3051.8	2000年1月（24年目）	4月21日(金)	東証プライム	"[{""株主名"": ""楽天グループ（株）"", ""比率"": 100.0, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""経常利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""当期純利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""純資産額 （百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純資産額（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純利益（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本比率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本利益率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}]"	楽天銀行（5838）、2022年3月末時点で12.3万口座を持つ日本最大のインターネット銀行です。預金残高は2020年3月期に3.5兆円、2021年3月期に5.7兆円、2022年3月期に7.7兆円と右肩上がりに増えており、今後の更なる増加も期待できます。	https://www.rakuten-bank.co.jp/
	南海化学	4040										https://www.ipokiso.com/company/2023/nankai-chem.html		https://irbank.net/4040/ir	化学工業薬品、農薬、医薬部外品および食品添加物の製造・販売、産業廃棄物の収集、運搬および中間処理に関する事業、ならびに、塩の製造、加工、販売に関する事業	38.7	1951年6月（72年目）	4月20日(木)	東証スタンダード	"[{""株主名"": ""南海化学従業員持株会"", ""比率"": 5.59, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""東亞合成（株）"", ""比率"": 5.15, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""ソーダニッカ（株）"", ""比率"": 4.63, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""土居 弘子"", ""比率"": 4.28, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""大中物産（株）"", ""比率"": 4.01, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""不動恒産（株）"", ""比率"": 3.88, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""根岸運送（株）"", ""比率"": 3.68, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""尼崎製罐（株）"", ""比率"": 3.64, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""協和商事（株）"", ""比率"": 3.46, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）紀陽銀行"", ""比率"": 2.94, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""経常利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""当期純利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""純資産額 （百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純資産額（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純利益（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本比率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本利益率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}]"	南海化学（4040）、売上全体の50％を占める化学品事業では、塩水の電気分解により生成される「かせいソーダ」を中心に、塩素や水素を活用した各種製品の製造および販売をおこなっています。大阪に本社をおき、和歌山県と高知県に工場をかまえています。IPOとしては、事業内容に目新しさが感じにくく、人気化はむずかしいでしょう。	https://www.nankai-chem.co.jp/
	エキサイトホールディングス	5571										https://www.ipokiso.com/company/2023/excite-holdings.html		https://irbank.net/5571/ir	プラットフォーム事業、ブロードバンド事業、SaaS・DX事業などを営むグループ会社の経営管理およびそれに附帯または関連する業務	64.3	2018年7月（5年目）	4月19日(水)	東証スタンダード	"[{""株主名"": ""CASK(株)"", ""比率"": 49.15, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""西條 晋一（社長）"", ""比率"": 21.88, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""ユナイテッド(株)"", ""比率"": 12.91, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""(株)DGベンチャーズ"", ""比率"": 3.23, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""みずほ成長支援第2号投資事業有限責任組合"", ""比率"": 3.23, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""石井 雅也"", ""比率"": 2.46, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""XTech1号投資事業有限責任組合"", ""比率"": 1.61, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""秋吉 正樹"", ""比率"": 0.82, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""宮崎 貴士"", ""比率"": 0.28, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""藤田 毅"", ""比率"": 0.28, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}, {""経常利益（百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}, {""当期純利益（百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}, {""純資産額 （百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}, {""1株あたりの純資産額（円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}, {""1株あたりの純利益（円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}, {""自己資本比率（％）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}, {""自己資本利益率（％）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第３四半期）"": null}}]"	エキサイトホールディングス（5571）、ポータルサイト「excite（エキサイト）」・「excite電話占い」などのプラットフォーム事業、「BBexcite」・「exciteモバイル」などのブロードバンド事業、クラウド経営管理ソフト「KUROTEN」・クラウドウェビナー管理ソフト「Fan Growth」などのSaaS・DX事業を展開しています。SaaS・DX事業の売上は全体の10分の1ほどで、まだ全体に与える影響は小さく、IPOで人気化するほどではありません。	https://www.excite-holdings.co.jp/
	ジェノバ	5570										https://www.ipokiso.com/company/2023/jenoba.html		https://irbank.net/5570/ir	GNSS補正情報配信サービスなど	63.9	1997年2月（27年目）	4月18日(火)	東証グロース	"[{""株主名"": ""南 安子"", ""比率"": 17.4, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""南 尚子"", ""比率"": 17.4, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）トプコン"", ""比率"": 9.99, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）日立産機システム"", ""比率"": 6.66, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）パスコ"", ""比率"": 5.83, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""戸上 敏"", ""比率"": 4.48, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""河野 芳道（社長）"", ""比率"": 3.74, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""小松 哲郎"", ""比率"": 2.62, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""細谷 素之"", ""比率"": 2.24, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""菅原 光一"", ""比率"": 2.15, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}, {""経常利益（百万円）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}, {""当期純利益（百万円）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}, {""純資産額 （百万円）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}, {""1株あたりの純資産額（円）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}, {""1株あたりの純利益（円）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}, {""自己資本比率（％）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}, {""自己資本利益率（％）"": {""2019年9月"": null, ""2020年9月"": null, ""2021年9月"": null, ""2022年9月"": null}}]"	ジェノバ（5570）、「GNSS測位」による位置情報の誤差を修正した情報をリアルタイムで配信しています。GNSS測位とは、GPSなどに代表される衛星が発信する電波を利用して、受信機の緯度・経度・高度などを測定する方法で、どうしてもメートル級の誤差が生じてしまいます。ジェノバはその誤差をセンチメートル級までに補正し、より正確な情報として配信しています。直近の業績推移を見ると、IPOとしては少し物足りなさを感じますが、着実に業績を拡大しています。	https://www.jenoba.jp/
	日本システムバンク	5530										https://www.ipokiso.com/company/2023/syb.html		https://irbank.net/5530/ir	コインパーキングの運営、駐車場機器の販売・保守	20.6	1996年7月（27年目）	4月14日(金)	名証メイン	"[{""株主名"": ""野坂    信嘉（社長）"", ""比率"": 25.62, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""野坂 俊彰"", ""比率"": 14.09, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""野坂 弦司"", ""比率"": 5.08, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""野坂 美智代"", ""比率"": 2.54, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）サニカ"", ""比率"": 2.04, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""林 明代"", ""比率"": 1.86, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""出口 和生"", ""比率"": 1.68, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""近藤 進"", ""比率"": 1.58, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""JAIC企業育成投資事業有限責任組合"", ""比率"": 1.57, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）滋賀銀行"", ""比率"": 1.34, ""ロックアップ"": ""90日間\r\n    1.5倍"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}, {""経常利益（百万円）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}, {""当期純利益（百万円）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}, {""純資産額 （百万円）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}, {""1株あたりの純資産額（円）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}, {""1株あたりの純利益（円）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}, {""自己資本比率（％）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}, {""自己資本利益率（％）"": {""2019年6月"": null, ""2020年6月"": null, ""2021年6月"": null, ""2022年6月"": null}}]"	日本システムバンク（5530）、コインパーキングの運営、駐車場検索および駐車料金決済サービスの提供、オフィスビルやマンションの賃貸などをおこなっています。直近の業績推移を見ると、売上が頭打ちしており、今後の成長性も感じにくいです。	https://www.syb.co.jp/
	ispace	9348										https://www.ipokiso.com/company/2023/ispace-inc.html		https://irbank.net/9348/ir	月への物資輸送サービスをはじめとした月面開発事業	191.8	2010年9月（13年目）	4月12日(水)	東証グロース	"[{""株主名"": ""袴田    武史（社長）"", ""比率"": 19.12, ""ロックアップ"": ""180日間"", ""isCEO"": true}, {""株主名"": ""（株）INCJ"", ""比率"": 9.75, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""インキュベイトファンド3号投資事業有限責任組合"", ""比率"": 9.55, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""小沼 美和"", ""比率"": 7.82, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）日本政策投資銀行"", ""比率"": 5.57, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""IF Growth    Opportunity FundI, L.P."", ""比率"": 3.4, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""中村 貴裕"", ""比率"": 3.19, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）TBSホールディングス"", ""比率"": 2.79, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""IF SPV    1号投資事業組合"", ""比率"": 1.87, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）SMBC信託銀行(特定運用金外信託口    宇宙フロンティア・ファンド)"", ""比率"": 1.87, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""経常利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""当期純利益（百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""純資産額 （百万円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純資産額（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""1株あたりの純利益（円）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本比率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}, {""自己資本利益率（％）"": {""2019年3月"": null, ""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null}}]"	ispace[アイスペース]（9348）、月に輸送する物資である顧客荷物をispaceの月着陸船や月面探査車に搭載し、月まで輸送するサービスを提供します。本サービスは、ロケットの打ち上げの約1～2年前をめどに開始します。現在は、ispaceの活動をコンテンツとして利用する権利や得られたデータをパッケージとして販売しています。	https://ispace-inc.com/jpn/
	トライアルホールディングス	5882										https://www.ipokiso.com/company/2023/trial-holdings.html	https://disclosure2dl.edinet-fsa.go.jp/searchdocument/pdf/S100SWB3.pdf	https://irbank.net/5882/ir	小売、物流、金融・決済、リテールテックなど、各事業を中心とした企業グループの企画・管理・運営	1842.8	2015年9月（9年目）	3月21日(木)	東証グロース	"[{""株主名"": ""（株）ティー・エイチ・シー"", ""比率"": 66.52, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）Heroic investment"", ""比率"": 9.45, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""永田 久男"", ""比率"": 1.98, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""（株）PALTAC"", ""比率"": 1.21, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""サントリー（株）"", ""比率"": 1.01, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""三井食品（株）"", ""比率"": 1.01, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""ヤマエ久野（株）"", ""比率"": 1.01, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""加藤産業（株）"", ""比率"": 0.6, ""ロックアップ"": ""180日間"", ""isCEO"": false}, {""株主名"": ""北尾 吉孝"", ""比率"": 0.4, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""SBIVenturesTwo（株）"", ""比率"": 0.4, ""ロックアップ"": ""180日間"", ""isCEO"": false}]"	"[{""売上高（百万円）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}, {""経常利益（百万円）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}, {""当期純利益（百万円）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}, {""純資産額 （百万円）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}, {""1株あたりの純資産額（円）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}, {""1株あたりの純利益（円）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}, {""自己資本比率（％）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}, {""自己資本利益率（％）"": {""2021年3月"": null, ""2021年6月"": null, ""2022年6月"": null, ""2023年6月"": null}}]"	トライアルホールディングス（141A）、全国にスーパーセンターを中心とした大型スーパーを出店しており、セルフレジ機能付きのショッピングカートなどの効率化にも力を入れています。2023年12月末時点で、全国に311店舗を展開しており、うち九州で120店舗を展開しています。2024年6月期の会社発表による業績予想によると、売上高711,067百万円、経常利益19,045百万円となる見込みで、引き続き業績が拡大しています。	https://trial-holdings.inc
	キタムラ・ホールディングス	9349										https://www.ipokiso.com/company/2023/kitamura-group.html		https://irbank.net/9349/ir	『カメラのキタムラ』『しまうまプリント』などにおける、カメラ販売、リユース買取・販売および写真プリント・撮影サービス、その他関連サービスの提供	411.2	2019年2月（5年目）	4月11日(火)	東証プライム	"[{""株主名"": ""カルチュア・コンビニエンス・クラブ（株）"", ""比率"": 41.99, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""Northインテグラル2投資事業有限責任組合"", ""比率"": 19.63, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""Innovation    Alpha North L.P."", ""比率"": 16.05, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""コタエル信託（株）"", ""比率"": 3.98, ""ロックアップ"": ""継続保有"", ""isCEO"": false}, {""株主名"": ""富士フイルム（株）"", ""比率"": 2.88, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）エディオン"", ""比率"": 2.88, ""ロックアップ"": """", ""isCEO"": false}, {""株主名"": ""Assurant    Japan （株）"", ""比率"": 2.4, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""大日本印刷（株）"", ""比率"": 1.92, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""（株）マイナビ"", ""比率"": 1.5, ""ロックアップ"": ""180日間\r\n    1.5倍"", ""isCEO"": false}, {""株主名"": ""武田 宣（社長）"", ""比率"": 1.2, ""ロックアップ"": ""180日間"", ""isCEO"": true}]"	"[{""売上高（百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}, {""経常利益（百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}, {""当期純利益（百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}, {""純資産額 （百万円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}, {""1株あたりの純資産額（円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}, {""1株あたりの純利益（円）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}, {""自己資本比率（％）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}, {""自己資本利益率（％）"": {""2020年3月"": null, ""2021年3月"": null, ""2022年3月"": null, ""2023年3月  （第3四半期）"": null}}]"	キタムラ・ホールディングス（9349）、写真用品チェーンの「カメラのキタムラ」、ネットプリント専門店の「しまうまプリント」、子供写真店の「スタジオマリオ」などを運営しています。市場としては、すでに成熟段階を迎えており、今後の継続的な成長は期待しづらいです。	https://kitamura-group.co.jp/
