公表日時,時間,結果,予想,前回,
2015年10月27日 (9月),21:30,-0.4%,0.1%,-0.9%,
2015年09月24日 (8月),21:30,0.0%,0.1%,0.4%,
2015年08月26日 (7月),21:30,0.6%,0.4%,1.0%,
2015年07月27日 (6月),21:30,0.8%,0.5%,-0.1%,
2015年06月23日 (5月),21:30,0.5%,0.6%,-0.3%,
2015年05月26日 (4月),21:30,0.5%,0.4%,0.6%,
2015年04月24日 (3月),21:30,-0.2%,0.3%,-1.3%,
2015年03月25日 (2月),21:30,-0.4%,0.3%,-0.7%,
2015年02月26日 (1月),22:30,0.3%,0.5%,-0.9%,
2015年01月27日 (12月),22:30,-0.8%,0.6%,-1.3%,
2014年12月23日 (11月),22:30,-0.4%,1.1%,-1.0%,
2014年11月26日 (10月),22:30,-0.9%,0.5%,0.2%,
2014年10月28日 (9月),21:30,-0.2%,0.5%,0.7%,
2014年09月25日 (8月),21:30,0.7%,0.7%,-0.5%,
2014年08月26日,21:30,-0.8%,0.5%,3.0%,
2014年07月25日,21:30,0.8%,0.6%,-0.1%,
2014年06月25日,21:30,-0.1%,0.4%,0.3%,
2014年05月27日,21:30,0.1%,0.3%,2.9%,
2014年04月24日,21:30,2.0%,0.6%,0.1%,
2014年03月26日,21:30,0.2%,0.3%,0.9%,
2014年02月27日,22:30,1.1%,-0.3%,-1.9%,
2014年01月28日,22:30,-1.6%,0.5%,0.1%,
2013年12月24日,22:30,1.2%,0.6%,0.7%,
2013年11月27日,22:30,-0.1%,0.5%,0.2%,
2013年10月25日,21:30,-0.1%,0.5%,-0.1%,
2013年09月25日,21:30,-0.1%,1.0%,-0.5%,
2013年08月26日,21:30,-0.6%,0.5%,0.1%,
2013年07月25日,21:30,0.0%,0.5%,1.0%,
2013年06月25日,21:30,0.7%,-0.1%,1.7%,
2013年05月24日,21:30,1.3%,0.5%,-1.7%,
2013年04月24日,21:30,-1.4%,0.5%,-1.7%,
2013年03月26日,21:30,-0.5%,0.5%,2.9%,
2013年02月27日,22:30,1.9%,0.2%,1.0%,
2013年01月28日,22:30,1.3%,0.7%,1.2%,
2012年12月21日,22:30,1.6%,-0.2%,1.9%,
2012年11月27日,22:30,1.5%,-0.5%,1.7%,
2012年10月25日,21:30,2.0%,0.8%,-2.1%,
2012年09月27日,21:30,-1.6%,0.3%,-1.3%,
2012年08月24日,21:30,-0.4%,0.5%,-2.2%,
2012年07月26日,21:30,-1.1%,0.1%,0.8%,
2012年06月27日,21:30,0.4%,0.7%,-0.6%,
2012年05月24日,21:30,-0.6%,0.9%,-0.8%,
2012年04月25日,21:30,-1.1%,0.5%,1.9%,
2012年03月28日,21:30,1.6%,1.5%,-3.0%,
2012年02月28日,22:30,-3.2%,0.0%,2.1%,
2012年01月26日,22:30,2.1%,0.9%,0.5%,
2011年12月23日,22:30,0.3%,0.5%,1.5%,
2011年11月23日,22:30,0.7%,0.1%,0.6%,
2011年10月26日,21:30,1.7%,0.5%,-0.4%,
2011年09月28日,21:30,-0.1%,0.2%,0.7%,
2011年08月24日,21:30,0.7%,-0.4%,0.6%,
2011年07月27日,21:30,0.1%,0.5%,0.7%,
2011年06月24日,21:30,0.6%,1.0%,-0.4%,
2011年05月25日,21:30,-1.5%,0.6%,2.5%,
2011年04月27日,21:30,1.3%,1.6%,0.6%,
2011年03月24日,21:30,-0.6%,1.8%,-3.0%,
2011年02月24日,22:30,-3.6%,0.6%,3.0%,
2011年01月27日,22:30,0.5%,0.6%,4.5%,
2010年12月23日,22:30,2.4%,1.0%,-1.9%,
2010年11月24日,22:30,-2.7%,0.4%,1.3%,
2010年10月27日,21:30,-0.8%,0.2%,1.9%,
2010年09月24日,21:30,2.0%,0.7%,-2.8%,
2010年08月25日,21:30,-3.8%,0.5%,0.2%,
2010年07月28日,21:30,-0.6%,0.6%,1.2%,
2010年06月24日,21:30,0.9%,1.1%,-0.8%,
2010年05月26日,21:30,-1.0%,0.5%,4.8%,
2010年04月23日,21:30,2.8%,0.7%,1.7%,
2010年03月24日,21:30,0.9%,0.5%,-0.6%,
2010年02月25日,22:30,-0.6%,1.2%,2.0%,
2010年01月28日,22:30,0.9%,0.4%,2.1%,
2009年12月24日,22:30,2.0%,1.0%,-0.7%,
2009年11月25日,22:30,-1.3%,0.8%,1.8%,
2009年10月28日,21:30,0.9%,0.6%,-0.4%,
2009年09月25日,21:30,0.0%,0.9%,1.1%,
2009年08月26日,21:30,0.8%,1.1%,2.5%,
2009年07月29日,21:30,1.1%,-0.1%,0.8%,
2009年06月24日,21:30,1.1%,-0.3%,0.4%,
2009年05月28日,21:30,0.8%,-0.3%,-2.7%,
2009年04月24日,21:30,-0.6%,-1.1%,2.0%,
2009年03月25日,21:30,3.9%,-2.0%,-5.9%,
2009年02月26日,22:30,-2.5%,-2.1%,-5.5%,
2009年01月29日,22:30,-3.6%,-2.6%,-1.7%,
2008年12月24日,22:30,1.2%,-3.0%,-5.4%,
2008年11月26日,22:30,-4.4%,-1.4%,-1.0%,
2008年10月29日,21:30,-1.1%,-1.5%,-3.3%,
2008年09月25日,21:30,-3.0%,-0.5%,0.7%,
2008年08月27日,21:30,0.7%,-0.5%,2.0%,
2008年07月25日,21:30,2.0%,-0.2%,-0.9%,
2008年06月25日,21:30,-0.9%,-0.9%,2.4%,
2008年05月28日,22:30,2.5%,-0.4%,0.9%,
2008年04月24日,21:30,1.5%,0.2%,-2.4%,
2008年03月26日,21:30,-2.6%,-0.3%,-1.6%,
2008年02月27日,22:30,-1.6%,-1.4%,2.3%,
